,Unnamed: 0,Company,ESG score,Clean200,ScienceBasedTargets,Country,Symbol NQ,Symbol NYSE
2387,2387, Red Electrica Corp SA ,86,0.0,1.0,Spain,na,na
2388,2388, Redefine Properties Ltd ,53,0.0,0.0,na,na,na
2389,2389, Refineria La Pampilla SAA Relapasa ,5,0.0,0.0,na,na,na
2390,2390, Regal Beloit Corp ,16,0.0,0.0,na,na,RBC
2391,2391, Regency Centers Corp ,44,0.0,0.0,na,REG,na
2392,2392, Regeneron Pharmaceuticals Inc ,51,0.0,0.0,na,na,na
2393,2393, Regional SAB de CV ,41,0.0,0.0,na,na,na
2394,2394, Regions Financial Corp ,32,0.0,0.0,na,na,RF^C
2395,2395, Regis Resources Ltd ,10,0.0,0.0,na,na,na
2396,2396, Reinsurance Group of America Inc ,35,0.0,0.0,na,na,na
2397,2397, Reliance Industries Ltd ,54,0.0,0.0,na,na,na
2398,2398, Reliance Steel & Aluminum Co ,8,0.0,0.0,na,na,RS
2399,2399, Reliance Worldwide Corp Ltd ,9,0.0,0.0,na,na,na
2400,2400, Relo Group Inc ,3,0.0,0.0,na,na,na
2401,2401, RELX PLC ,69,0.0,0.0,na,na,RELX
2402,2402, Remgro Ltd ,23,0.0,0.0,na,na,na
2403,2403, Remy Cointreau SA ,16,0.0,0.0,na,na,na
2404,2404, RenaissanceRe Holdings Ltd ,13,0.0,0.0,na,na,na
2405,2405, Renault SA ,50,0.0,1.0,France,na,na
2406,2406, Renesas Electronics Corp ,23,0.0,0.0,na,na,na
2407,2407, Rentokil Initial PLC ,65,0.0,0.0,na,na,na
2408,2408, Repsol SA ,45,0.0,0.0,na,na,na
2409,2409, Republic Services Inc ,66,0.0,1.0,United States of America (USA),na,na
2410,2410, Resilient REIT Ltd ,14,0.0,0.0,na,na,na
2411,2411, ResMed Inc ,20,0.0,0.0,na,na,RMD
2412,2412, Resolute Mining Ltd ,13,0.0,0.0,na,na,na
2413,2413, Resona Holdings Inc ,25,0.0,0.0,na,na,na
2414,2414, Restaurant Brands International Inc ,15,0.0,0.0,na,na,QSR
2415,2415, Rexel SA ,69,1.0,1.0,France,na,na
2416,2416, Rexford Industrial Realty Inc ,7,0.0,0.0,na,na,REXR^C
2417,2417, RHB Bank Bhd ,23,0.0,0.0,na,na,na
2418,2418, Rheinmetall AG ,23,0.0,0.0,na,na,na
2419,2419, Richter Gedeon Nyrt ,16,0.0,0.0,na,na,na
2420,2420, Ricoh Co Ltd ,85,1.0,0.0,na,na,na
2421,2421, Rightmove PLC ,28,0.0,0.0,na,na,na
2422,2422, Rimac Seguros y Reaseguros ,46,0.0,0.0,na,na,na
2423,2423, RingCentral Inc ,9,0.0,0.0,na,na,na
2424,2424, Rinnai Corp ,50,0.0,0.0,na,na,na
2425,2425, Rio Tinto PLC ,69,0.0,0.0,na,na,RIO
2426,2426, Ripley Corp SA ,2,0.0,0.0,na,na,na
2427,2427, Ritchie Bros Auctioneers Inc ,8,0.0,0.0,na,na,RBA
2428,2428, RLI Corp ,8,0.0,0.0,na,na,RLI
2429,2429, RLJ Lodging Trust ,7,0.0,0.0,na,na,RLJ^A
2430,2430, RMB Holdings Ltd ,11,0.0,0.0,na,na,na
2431,2431, Robert Half International Inc ,26,0.0,0.0,na,na,RHI
2432,2432, Roche Holding AG ,90,0.0,0.0,na,na,na
2433,2433, Rockwell Automation Inc ,43,0.0,0.0,na,na,na
2434,2434, Rogers Communications Inc ,40,0.0,0.0,na,na,na
2435,2435, Rohm Co Ltd ,54,0.0,0.0,na,na,na
2436,2436, Rohto Pharmaceutical Co Ltd ,8,0.0,0.0,na,na,na
2437,2437, Rollins Inc ,8,0.0,0.0,na,na,na
2438,2438, Rolls-Royce Holdings PLC ,73,0.0,0.0,na,na,na
2439,2439, Roper Technologies Inc ,14,0.0,0.0,na,na,na
2440,2440, Rosneft Oil Co PJSC ,40,0.0,0.0,na,na,na
2441,2441, Ross Stores Inc ,17,0.0,0.0,na,na,na
2442,2442, Rostelecom PJSC ,39,0.0,0.0,na,na,na
2443,2443, Rotork PLC ,26,0.0,0.0,na,na,na
2444,2444, Royal Bank of Canada ,75,0.0,0.0,na,na,RY^T
2445,2445, Royal Bank of Scotland Group PLC ,71,0.0,0.0,na,na,na
2446,2446, Royal Caribbean Cruises Ltd ,61,0.0,0.0,na,na,RCL
2447,2447, Royal Dutch Shell PLC ,66,0.0,0.0,na,na,RDS.B
2448,2448, Royal Gold Inc ,7,0.0,0.0,na,na,na
2449,2449, Royal Mail PLC ,85,0.0,0.0,na,na,na
2450,2450, RPM International Inc ,9,0.0,0.0,na,na,na
2451,2451, RSA Insurance Group PLC ,50,0.0,0.0,na,na,na
2452,2452, Ruentex Industries Ltd ,1,0.0,0.0,na,na,na
2453,2453, Rumo SA ,18,0.0,0.0,na,na,na
2454,2454, RusHydro PJSC ,34,0.0,0.0,na,na,na
2455,2455, RWE AG ,54,0.0,0.0,na,na,na
2456,2456, Ryanair Holdings PLC ,18,0.0,0.0,na,na,na
2457,2457, Ryman Healthcare Ltd ,9,0.0,0.0,na,na,na
2458,2458, Ryohin Keikaku Co Ltd ,7,0.0,0.0,na,na,na
2459,2459, S&P Global Inc ,74,0.0,0.0,na,na,na
2460,2460, S-1 Corp ,1,0.0,0.0,na,na,na
2461,2461, S-Oil Corp ,78,0.0,0.0,na,na,na
2462,2462, Saab AB ,16,0.0,0.0,na,na,na
2463,2463, Sabra Health Care REIT Inc ,6,0.0,0.0,na,SBRA,na
2464,2464, Sabre Corp ,10,0.0,0.0,na,SABR,na
2465,2465, SACI Falabella ,68,0.0,0.0,na,na,na
2466,2466, Safran SA ,24,0.0,0.0,na,na,na
2467,2467, Sage Group PLC ,24,0.0,0.0,na,na,na
2468,2468, Saipem SpA ,75,0.0,0.0,na,na,na
2469,2469, salesforce.com Inc ,46,0.0,0.0,na,na,CRM
2470,2470, Salfacorp SA ,2,0.0,0.0,na,na,na
2471,2471, Salmar ASA ,19,0.0,0.0,na,na,na
2472,2472, Salmones Camanchaca SA ,11,0.0,0.0,na,na,na
2473,2473, Sampo Oyj ,47,0.0,1.0,Finland,na,na
2474,2474, Samsung Biologics Co Ltd ,4,0.0,0.0,na,na,na
2475,2475, Samsung C&T Corp ,71,0.0,0.0,na,na,na
2476,2476, Samsung Card Co Ltd ,6,0.0,0.0,na,na,na
2477,2477, Samsung Electro-Mechanics Co Ltd ,75,1.0,0.0,na,na,na
2478,2478, Samsung Electronics Co Ltd ,62,0.0,0.0,na,na,na
2479,2479, Samsung Engineering Co Ltd ,73,0.0,0.0,na,na,na
2480,2480, Samsung Fire & Marine Insurance Co Ltd ,78,0.0,0.0,na,na,na
2481,2481, Samsung Heavy Industries Co Ltd ,44,0.0,0.0,na,na,na
2482,2482, Samsung Life Insurance Co Ltd ,38,0.0,0.0,na,na,na
2483,2483, Samsung SDI Co Ltd ,76,1.0,0.0,na,na,na
2484,2484, Samsung SDS Co Ltd ,12,0.0,0.0,na,na,na
2485,2485, Samsung Securities Co Ltd ,70,0.0,0.0,na,na,na
2486,2486, San Miguel Corp ,7,0.0,0.0,na,na,na
2487,2487, Sandfire Resources NL ,39,0.0,0.0,na,na,na
2488,2488, Sands China Ltd ,55,0.0,0.0,na,na,na
2489,2489, Sandvik AB ,79,1.0,0.0,na,na,na
2490,2490, Sangsangin Co Ltd ,1,0.0,0.0,na,na,na
2491,2491, Sankyu Inc ,2,0.0,0.0,na,na,na
2492,2492, Sanlam Ltd ,39,0.0,0.0,na,na,na
2493,2493, Sanofi ,82,0.0,1.0,France,SNY,na
2494,2494, Santander Bank Polska SA ,29,0.0,0.0,na,na,na
2495,2495, Santen Pharmaceutical Co Ltd ,60,0.0,0.0,na,na,na
2496,2496, Santos Ltd ,40,0.0,0.0,na,na,na
2497,2497, Sanwa Holdings Corp ,10,0.0,0.0,na,na,na
2498,2498, SAP SE ,69,1.0,1.0,Germany,na,SAP
2499,2499, Sappi Ltd ,34,0.0,0.0,na,na,na
2500,2500, Saputo Inc ,20,0.0,0.0,na,na,na
2501,2501, Saracen Mineral Holdings Ltd ,16,0.0,0.0,na,na,na
2502,2502, Sarepta Therapeutics Inc ,10,0.0,0.0,na,na,na
2503,2503, Sartorius AG ,23,0.0,0.0,na,na,na
2504,2504, Sasol Ltd ,59,0.0,0.0,na,na,SSL
2505,2505, SATS Ltd ,22,0.0,0.0,na,na,na
2506,2506, SBA Communications Corp ,8,0.0,0.0,na,SBAC,na
2507,2507, Sberbank of Russia PJSC ,29,0.0,0.0,na,na,na
2508,2508, SBI Holdings Inc/Japan ,9,0.0,0.0,na,na,na
2509,2509, SBI Life Insurance Co Ltd ,15,0.0,0.0,na,na,na
2510,2510, SBM Offshore NV ,60,0.0,0.0,na,na,na
2511,2511, Scentre Group ,31,0.0,0.0,na,na,na
2512,2512, Schibsted ASA ,18,0.0,0.0,na,na,na
2513,2513, Schindler Holding AG ,31,0.0,0.0,na,na,na
2514,2514, Schlumberger Ltd ,59,0.0,1.0,United States of America (USA),na,SLB
2515,2515, Schneider Electric SE ,83,1.0,1.0,France,na,na
2516,2516, Schnitzer Steel Industries Inc ,35,0.0,0.0,na,SCHN,na
2517,2517, Schroders PLC ,29,0.0,0.0,na,na,na
2518,2518, Science Applications International Corp ,12,0.0,0.0,na,na,SAIC
2519,2519, SCOR SE ,36,0.0,0.0,na,na,na
2520,2520, Scout24 AG ,14,0.0,0.0,na,na,na
2521,2521, Seagate Technology PLC ,32,0.0,1.0,Ireland,STX,na
2522,2522, Sealed Air Corp ,26,0.0,0.0,na,na,SEE
2523,2523, Seattle Genetics Inc ,12,0.0,0.0,na,na,na
2524,2524, Seazen Group Ltd ,12,0.0,0.0,na,na,na
2525,2525, Secom Co Ltd ,29,0.0,0.0,na,na,na
2526,2526, Securitas AB ,33,0.0,0.0,na,na,na
2527,2527, SEEK Ltd ,28,0.0,0.0,na,na,na
2528,2528, Sega Sammy Holdings Inc ,18,0.0,0.0,na,na,na
2529,2529, Segro PLC ,28,0.0,0.0,na,na,na
2530,2530, SEI Investments Co ,19,0.0,0.0,na,SEIC,na
2531,2531, Seibu Holdings Inc ,5,0.0,0.0,na,na,na
2532,2532, Seiko Epson Corp ,73,0.0,1.0,Japan,na,na
2533,2533, Seino Holdings Co Ltd ,9,0.0,0.0,na,na,na
2534,2534, Sekisui Chemical Co Ltd ,72,1.0,1.0,Japan,na,na
2535,2535, Sekisui House Ltd ,76,1.0,0.0,na,na,na
2536,2536, Sekisui House Reit Inc ,37,0.0,0.0,na,na,na
2537,2537, Sembcorp Industries Ltd ,58,0.0,0.0,na,na,na
2538,2538, Semen Indonesia Persero Tbk PT ,20,0.0,0.0,na,na,na
2539,2539, Semiconductor Manufacturing International Corp ,43,0.0,1.0,"Taiwan, Province of China",na,na
2540,2540, Sempra Energy ,76,0.0,0.0,na,na,SREA
2541,2541, Semtech Corp ,14,0.0,0.0,na,SMTC,na
2542,2542, Senior Housing Properties Trust ,5,0.0,0.0,na,na,na
2543,2543, Sensata Technologies Holding PLC ,25,0.0,0.0,na,na,ST
2544,2544, Seoul Semiconductor Co Ltd ,5,0.0,0.0,na,na,na
2545,2545, Service Corp International/US ,13,0.0,0.0,na,na,na
2546,2546, Service Properties Trust ,5,0.0,0.0,na,SVC,na
2547,2547, ServiceMaster Global Holdings Inc ,15,0.0,0.0,na,na,na
2548,2548, ServiceNow Inc ,13,0.0,0.0,na,na,na
2549,2549, SES SA ,17,0.0,0.0,na,na,na
2550,2550, Seven & i Holdings Co Ltd ,69,0.0,0.0,na,na,na
2551,2551, Seven Bank Ltd ,11,0.0,0.0,na,na,na
2552,2552, Seven Group Holdings Ltd ,12,0.0,0.0,na,na,na
2553,2553, Seven West Media Ltd ,14,0.0,0.0,na,na,na
2554,2554, Severn Trent PLC ,28,0.0,1.0,United Kingdom (UK),na,na
2555,2555, Severstal PJSC ,41,0.0,0.0,na,na,na
2556,2556, SFA Engineering Corp ,1,0.0,0.0,na,na,na
2557,2557, SG Holdings Co Ltd ,16,0.0,0.0,na,na,na
2558,2558, SGS SA ,83,0.0,1.0,Switzerland,na,na
2559,2559, Shaftesbury PLC ,39,0.0,1.0,United Kingdom (UK),na,na
2560,2560, Shandong Weigao Group Medical Polymer Co Ltd ,15,0.0,0.0,na,na,na
2561,2561, Shanghai Fosun Pharmaceutical Group Co Ltd ,23,0.0,0.0,na,na,na
2562,2562, Shanghai Lujiazui Finance & Trade Zone Development Co Ltd ,0,0.0,0.0,na,na,na
2563,2563, Shanghai Pharmaceuticals Holding Co Ltd ,12,0.0,0.0,na,na,na
2564,2564, Shangri-La Asia Ltd ,46,0.0,0.0,na,na,na
2565,2565, Shaw Communications Inc ,14,0.0,0.0,na,na,SJR
2566,2566, Shenzhen International Holdings Ltd ,13,0.0,0.0,na,na,na
2567,2567, Shenzhen Investment Ltd ,19,0.0,0.0,na,na,na
2568,2568, Shenzhou International Group Holdings Ltd ,17,0.0,0.0,na,na,na
2569,2569, Sherwin-Williams Co ,21,0.0,0.0,na,na,na
2570,2570, Shikoku Electric Power Co Inc ,13,0.0,0.0,na,na,na
2571,2571, Shimadzu Corp ,41,0.0,1.0,Japan,na,na
2572,2572, Shimano Inc ,7,0.0,0.0,na,na,na
2573,2573, Shimao Property Holdings Ltd ,16,0.0,0.0,na,na,na
2574,2574, Shimizu Corp ,17,1.0,1.0,Japan,na,na
2575,2575, Shin Kong Financial Holding Co Ltd ,12,0.0,0.0,na,na,na
2576,2576, Shin-Etsu Chemical Co Ltd ,26,1.0,0.0,na,na,na
2577,2577, Shinhan Financial Group Co Ltd ,84,0.0,0.0,na,na,na
2578,2578, Shinsegae Inc ,2,0.0,0.0,na,na,na
2579,2579, Shinsei Bank Ltd ,21,0.0,0.0,na,na,na
2580,2580, Shionogi & Co Ltd ,19,0.0,0.0,na,na,na
2581,2581, Shiseido Co Ltd ,77,0.0,0.0,na,na,na
2582,2582, Shizuoka Bank Ltd ,16,0.0,0.0,na,na,na
2583,2583, Shopify Inc ,28,0.0,0.0,na,na,SHOP
2584,2584, Shopping Centres Australasia Property Group ,20,0.0,0.0,na,na,na
2585,2585, Shoprite Holdings Ltd ,22,0.0,0.0,na,na,na
2586,2586, Showa Denko KK ,21,0.0,0.0,na,na,na
2587,2587, Shree Cement Ltd ,57,0.0,1.0,India,na,na
2588,2588, Shriram Transport Finance Co Ltd ,17,0.0,0.0,na,na,na
2589,2589, Siam Cement PCL ,86,0.0,0.0,na,na,na
2590,2590, Siam Commercial Bank PCL ,83,0.0,0.0,na,na,na
2591,2591, Sibanye Gold Ltd ,27,0.0,0.0,na,na,na
2592,2592, Siemens AG ,79,1.0,0.0,na,na,na
2593,2593, Siemens Gamesa Renewable Energy SA ,73,1.0,1.0,Spain,na,na
2594,2594, Siemens Healthineers AG ,5,0.0,0.0,na,na,na
2595,2595, Siemens Ltd ,13,1.0,0.0,na,na,na
2596,2596, Sigdo Koppers SA ,47,0.0,0.0,na,na,na
2597,2597, Sigma Healthcare Ltd ,14,0.0,0.0,na,na,na
2598,2598, Signature Bank/New York NY ,13,0.0,0.0,na,na,na
2599,2599, Signify NV ,88,1.0,1.0,Netherlands,na,na
2600,2600, Sika AG ,36,1.0,0.0,na,na,na
2601,2601, Silergy Corp ,3,0.0,0.0,na,na,na
2602,2602, Silicon Laboratories Inc ,12,0.0,0.0,na,na,na
2603,2603, Silicon Motion Technology Corp ,6,0.0,0.0,na,SIMO,na
2604,2604, SillaJen Inc ,5,0.0,0.0,na,na,na
2605,2605, SimCorp A/S ,21,0.0,0.0,na,na,na
2606,2606, Sime Darby Bhd ,21,0.0,0.0,na,na,na
2607,2607, Sime Darby Plantation Bhd ,33,0.0,0.0,na,na,na
2608,2608, Sime Darby Property Bhd ,43,0.0,0.0,na,na,na
2609,2609, Simon Property Group Inc ,32,0.0,0.0,na,na,na
2610,2610, Simplo Technology Co Ltd ,18,0.0,0.0,na,na,na
2611,2611, Sims Metal Management Ltd ,53,1.0,0.0,na,na,na
2612,2612, SINA Corp/China ,5,0.0,0.0,na,SINA,na
2613,2613, Singapore Airlines Ltd ,24,0.0,0.0,na,na,na
2614,2614, Singapore Exchange Ltd ,27,0.0,0.0,na,na,na
2615,2615, Singapore Press Holdings Ltd ,23,0.0,0.0,na,na,na
2616,2616, Singapore Technologies Engineering Ltd ,26,0.0,0.0,na,na,na
2617,2617, Singapore Telecommunications Ltd ,68,0.0,1.0,Singapore,na,na
2618,2618, Sino Biopharmaceutical Ltd ,14,0.0,0.0,na,na,na
2619,2619, Sino Land Co Ltd ,21,0.0,0.0,na,na,na
2620,2620, Sino-American Silicon Products Inc ,26,1.0,0.0,na,na,na
2621,2621, Sino-Ocean Group Holding Ltd ,18,0.0,0.0,na,na,na
2622,2622, SinoPac Financial Holdings Co Ltd ,60,0.0,0.0,na,na,na
2623,2623, Sinopec Shanghai Petrochemical Co Ltd ,6,0.0,0.0,na,na,na
2624,2624, Sinopharm Group Co Ltd ,15,0.0,0.0,na,na,na
2625,2625, Sinotruk Hong Kong Ltd ,10,0.0,0.0,na,na,na
2626,2626, Sirius XM Holdings Inc ,9,0.0,0.0,na,SIRI,na
2627,2627, SITC International Holdings Co Ltd ,14,0.0,0.0,na,na,na
2628,2628, Six Flags Entertainment Corp ,7,0.0,0.0,na,na,SIX
2629,2629, SK Holdings Co Ltd ,81,0.0,0.0,na,na,na
2630,2630, SK Hynix Inc ,77,0.0,0.0,na,na,na
2631,2631, SK Innovation Co Ltd ,83,0.0,0.0,na,na,na
2632,2632, SK Materials Co Ltd ,3,0.0,0.0,na,na,na
2633,2633, SK Networks Co Ltd ,17,0.0,0.0,na,na,na
2634,2634, SK Telecom Co Ltd ,84,0.0,1.0,South Korea,na,SKM
2635,2635, Skandinaviska Enskilda Banken AB ,67,0.0,0.0,na,na,na
2636,2636, Skanska AB ,38,1.0,1.0,Sweden,na,na
2637,2637, Skechers U.S.A. Inc ,6,0.0,0.0,na,na,na
2638,2638, SKF AB ,39,0.0,0.0,na,na,na
2639,2639, SKYCITY Entertainment Group Ltd ,29,0.0,1.0,New Zealand,na,na
2640,2640, Skylark Holdings Co Ltd ,10,0.0,0.0,na,na,na
2641,2641, Skyworks Solutions Inc ,19,0.0,0.0,na,na,na
2642,2642, SL Green Realty Corp ,53,0.0,0.0,na,na,SLG^I
2643,2643, SM Investments Corp ,30,0.0,0.0,na,na,na
2644,2644, SM Prime Holdings Inc ,24,0.0,0.0,na,na,na
2645,2645, SmartGroup Corp Ltd ,27,0.0,0.0,na,na,na
2646,2646, SMC Corp/Japan ,13,0.0,0.0,na,na,na
2647,2647, Smith & Nephew PLC ,64,0.0,0.0,na,na,SNN
2648,2648, Smiths Group PLC ,34,0.0,0.0,na,na,na
2649,2649, SMU SA ,13,0.0,0.0,na,na,na
2650,2650, Smurfit Kappa Group PLC ,38,1.0,0.0,na,na,na
2651,2651, Snam SpA ,81,0.0,0.0,na,na,na
2652,2652, Snap Inc ,10,0.0,0.0,na,na,SNAP
2653,2653, Snap-on Inc ,13,0.0,0.0,na,na,SNA
2654,2654, SNC-Lavalin Group Inc ,23,1.0,0.0,na,na,na
2655,2655, Sociedad de Inversiones Oro Blanco SA ,1,0.0,0.0,na,na,na
2656,2656, Sociedad Matriz del Banco de Chile SA ,0,0.0,0.0,na,na,na
2657,2657, Sociedad Matriz SAAM SA ,38,0.0,0.0,na,na,na
2658,2658, Sociedad Minera Cerro Verde SAA ,2,0.0,0.0,na,na,na
2659,2659, Sociedad Minera el Brocal SAA ,0,0.0,0.0,na,na,na
2660,2660, Sociedad Pesquera Coloso ,0,0.0,0.0,na,na,na
2661,2661, Sociedad Punta del Cobre SA ,0,0.0,0.0,na,na,na
2662,2662, Sociedad Quimica y Minera de Chile SA ,24,0.0,0.0,na,na,SQM
2663,2663, Societe Generale SA ,79,0.0,1.0,France,na,na
2664,2664, Socovesa SA ,0,0.0,0.0,na,na,na
2665,2665, Sodexo SA ,76,0.0,1.0,France,na,na
2666,2666, Sofina SA ,6,0.0,0.0,na,na,na
2667,2667, SoftBank Group Corp ,14,0.0,0.0,na,na,na
2668,2668, Sohgo Security Services Co Ltd ,17,0.0,0.0,na,na,na
2669,2669, Sojitz Corp ,79,0.0,0.0,na,na,na
2670,2670, Solvay SA ,66,1.0,0.0,na,na,na
2671,2671, Sompo Holdings Inc ,75,0.0,0.0,na,na,na
2672,2672, SONDA SA ,49,0.0,0.0,na,na,na
2673,2673, Sonic Healthcare Ltd ,19,0.0,0.0,na,na,na
2674,2674, Sonoco Products Co ,66,0.0,0.0,na,na,na
2675,2675, Sonova Holding AG ,74,0.0,0.0,na,na,na
2676,2676, Sony Corp ,41,0.0,1.0,Japan,na,na
2677,2677, Sony Financial Holdings Inc ,12,0.0,0.0,na,na,na
2678,2678, Sopra Steria Group ,48,0.0,1.0,France,na,na
2679,2679, Soquimich Comercial SA ,0,0.0,0.0,na,na,na
2680,2680, Sotetsu Holdings Inc ,1,0.0,0.0,na,na,na
2681,2681, South32 Ltd ,59,0.0,0.0,na,na,na
2682,2682, Southern Co ,25,0.0,0.0,na,na,na
2683,2683, Southern Copper Corp ,45,0.0,0.0,na,na,SCCO
2684,2684, Southern Cross Media Group Ltd ,18,0.0,0.0,na,na,na
2685,2685, Southwest Airlines Co ,36,0.0,0.0,na,na,LUV
2686,2686, Southwest Gas Holdings Inc ,28,0.0,0.0,na,na,SWX
2687,2687, SPAR Group Ltd ,26,0.0,0.0,na,na,na
2688,2688, Spark Infrastructure Group ,28,0.0,0.0,na,na,na
2689,2689, Spark New Zealand Ltd ,23,0.0,1.0,New Zealand,na,na
2690,2690, Spectris PLC ,24,0.0,0.0,na,na,na
2691,2691, SpeedCast International Ltd ,11,0.0,0.0,na,na,na
2692,2692, Spirax-Sarco Engineering PLC ,23,0.0,0.0,na,na,na
2693,2693, Spire Inc ,6,0.0,0.0,na,na,SR^A
2694,2694, Spirit AeroSystems Holdings Inc ,10,0.0,0.0,na,na,SPR
2695,2695, Spirit Airlines Inc ,7,0.0,0.0,na,na,na
2696,2696, Spirit Realty Capital Inc ,7,0.0,0.0,na,na,na
2697,2697, Splunk Inc ,13,0.0,0.0,na,SPLK,na
2698,2698, Spotify Technology SA ,16,0.0,0.0,na,na,SPOT
2699,2699, Sprint Corp ,9,0.0,0.0,na,na,na
2700,2700, Sprouts Farmers Market Inc ,10,0.0,0.0,na,SFM,na
2701,2701, Square Enix Holdings Co Ltd ,6,0.0,0.0,na,na,na
2702,2702, Square Inc ,11,0.0,0.0,na,na,na
2703,2703, SS&C Technologies Holdings Inc ,9,0.0,0.0,na,SSNC,na
2704,2704, Ssangyong Cement Industrial Co Ltd ,1,0.0,0.0,na,na,na
2705,2705, SSE PLC ,40,0.0,1.0,United Kingdom (UK),na,na
2706,2706, SSY Group Ltd ,15,0.0,0.0,na,na,na
2707,2707, St Barbara Ltd ,44,0.0,0.0,na,na,na
2708,2708, St James's Place PLC ,39,0.0,0.0,na,na,na
2709,2709, STAG Industrial Inc ,6,0.0,0.0,na,na,na
2710,2710, Standard Bank Group Ltd ,51,0.0,0.0,na,na,na
2711,2711, Standard Chartered PLC ,73,0.0,1.0,United Kingdom (UK),na,na
2712,2712, Standard Life Aberdeen PLC ,72,0.0,0.0,na,na,na
2713,2713, Stanley Black & Decker Inc ,85,0.0,1.0,United States of America (USA),na,SWT
2714,2714, Stanley Electric Co Ltd ,20,0.0,0.0,na,na,na
2715,2715, Star Entertainment Grp Ltd ,71,0.0,0.0,na,na,na
2716,2716, Starbucks Corp ,47,0.0,0.0,na,SBUX,na
2717,2717, Stars Group Inc ,22,0.0,0.0,na,na,na
2718,2718, Starwood Property Trust Inc ,11,0.0,0.0,na,na,na
2719,2719, State Bank of India ,46,0.0,0.0,na,na,na
2720,2720, State Street Corp ,65,0.0,0.0,na,na,STT^G
2721,2721, STCUBE ,0,0.0,0.0,na,na,na
2722,2722, Steadfast Group Ltd ,18,0.0,0.0,na,na,na
2723,2723, Steel Dynamics Inc ,15,0.0,0.0,na,na,na
2724,2724, Stericycle Inc ,14,0.0,0.0,na,na,na
2725,2725, STERIS PLC ,14,0.0,0.0,na,na,STE
2726,2726, Stifel Financial Corp ,13,0.0,0.0,na,na,SFB
2727,2727, STMicroelectronics NV ,83,1.0,0.0,na,na,STM
2728,2728, Stockland ,83,0.0,0.0,na,na,na
2729,2729, Stora Enso OYJ ,37,0.0,1.0,Finland,na,na
2730,2730, STORE Capital Corp ,8,0.0,0.0,na,na,STOR
2731,2731, Storebrand ASA ,75,0.0,1.0,Norway,na,na
2732,2732, Straumann Holding AG ,22,0.0,0.0,na,na,na
2733,2733, Stryker Corp ,18,0.0,0.0,na,na,SYK
2734,2734, Studio Dragon Corp ,1,0.0,0.0,na,na,na
2735,2735, Subaru Corp ,33,0.0,0.0,na,na,na
2736,2736, Subsea 7 SA ,22,0.0,0.0,na,na,na
2737,2737, Suez ,76,0.0,1.0,France,na,na
2738,2738, Sul America SA ,53,0.0,0.0,na,na,na
2739,2739, SUMCO Corp ,17,0.0,0.0,na,na,na
2740,2740, Sumitomo Chemical Co Ltd ,31,0.0,1.0,Japan,na,na
2741,2741, Sumitomo Corp ,30,0.0,0.0,na,na,na
2742,2742, Sumitomo Dainippon Pharma Co Ltd ,64,0.0,0.0,na,na,na
2743,2743, Sumitomo Electric Industries Ltd ,55,1.0,0.0,na,na,na
2744,2744, Sumitomo Forestry Co Ltd ,79,0.0,1.0,Japan,na,na
2745,2745, Sumitomo Heavy Industries Ltd ,18,0.0,0.0,na,na,na
2746,2746, Sumitomo Metal Mining Co Ltd ,32,0.0,0.0,na,na,na
2747,2747, Sumitomo Mitsui Financial Group Inc ,49,0.0,0.0,na,na,SMFG
2748,2748, Sumitomo Mitsui Trust Holdings Inc ,51,0.0,0.0,na,na,na
2749,2749, Sumitomo Realty & Development Co Ltd ,1,0.0,0.0,na,na,na
2750,2750, Sumitomo Rubber Industries Ltd ,29,0.0,0.0,na,na,na
2751,2751, Sun Communities Inc ,6,0.0,0.0,na,na,na
2752,2752, Sun Hung Kai Properties Ltd ,30,0.0,0.0,na,na,na
2753,2753, Sun Life Financial Inc ,65,0.0,0.0,na,na,SLF
2754,2754, Sun Pharmaceutical Industries Ltd ,16,0.0,0.0,na,na,na
2755,2755, Sunac China Holdings Ltd ,16,0.0,0.0,na,na,na
2756,2756, Suncor Energy Inc ,59,0.0,0.0,na,na,na
2757,2757, Suncorp Group Ltd ,57,0.0,0.0,na,na,na
2758,2758, Sunny Optical Technology Group Co Ltd ,17,0.0,0.0,na,na,na
2759,2759, Suntec Real Estate Investment Trust ,8,0.0,0.0,na,na,na
2760,2760, Suntory Beverage & Food Ltd ,20,0.0,1.0,Japan,na,na
2761,2761, SunTrust Banks Inc ,22,0.0,0.0,na,na,na
2762,2762, Super Retail Group Ltd ,52,0.0,0.0,na,na,na
2763,2763, Surgutneftegas PJSC ,9,0.0,0.0,na,na,na
2764,2764, Suzano SA ,15,0.0,0.0,na,na,SUZ
2765,2765, Suzuken Co Ltd/Aichi Japan ,9,0.0,0.0,na,na,na
2766,2766, Suzuki Motor Corp ,20,0.0,0.0,na,na,na
2767,2767, SVB Financial Group ,17,0.0,0.0,na,SIVBP,na
2768,2768, Svenska Cellulosa AB SCA ,27,0.0,0.0,na,na,na
2769,2769, Svenska Handelsbanken AB ,74,0.0,0.0,na,na,na
2770,2770, Swatch Group AG ,10,0.0,0.0,na,na,na
2771,2771, Swedish Match AB ,32,0.0,1.0,Sweden,na,na
2772,2772, Swedish Orphan Biovitrum AB ,20,0.0,0.0,na,na,na
2773,2773, Swire Pacific Ltd ,61,0.0,0.0,na,na,na
2774,2774, Swire Properties Ltd ,74,0.0,1.0,Hong Kong,na,na
